Member Type,Production raw_ptr<T>,Production T*,Production Total,Test raw_ptr<T>,Test T*,Test Total,Grand Total
AutoReset,0,8,8,0,0,0,8
BrowserAppInstanceMap,0,3,3,0,0,0,3
BrowserInterfaceBrokerImpl,0,2,2,0,0,0,2
HasValue,0,0,0,0,1,1,1
HashMap,0,17,17,0,1,1,18
HashSet,0,21,21,0,4,4,25
HeapHashMap,0,6,6,0,0,0,6
IDMap,0,2,2,0,0,0,2
IIterable,0,0,0,0,3,3,3
IIterator,0,0,0,0,3,3,3
IKeyValuePair,0,0,0,0,1,1,1
IMap,0,0,0,0,1,1,1
IMapChangedEventArgs,0,0,0,0,1,1,1
IObservableMap,0,0,0,0,1,1,1
IObservableVector,0,5,5,0,4,4,9
IVector,0,2,2,0,3,3,5
IVectorView,0,0,0,0,4,4,4
LinkedHashSet,0,1,1,0,0,0,1
MapChangedEventHandler,0,0,0,0,1,1,1
Matcher,0,0,0,0,1,1,1
Member,0,18,18,0,0,0,18
NSArray,0,6,6,0,0,0,6
NSDictionary,0,2,2,0,0,0,2
NSMutableSet,0,2,2,0,0,0,2
OwnedObjects,0,1,1,0,0,0,1
PriorityQueue,0,1,1,0,0,0,1
ProtectedSequenceForbidden,1,0,1,0,0,0,1
ProtectedSequenceReadable,3,0,3,0,0,0,3
Ranges,0,6,6,0,0,0,6
UntracedMember,0,1,1,0,0,0,1
Vector,0,23,23,0,1,1,24
VectorChangedEventHandler,0,5,5,0,4,4,9
WTF::HashMap,0,3,3,0,0,0,3
WTF::HashSet,0,1,1,0,0,0,1
WebVector,0,1,1,0,0,0,1
absl::optional,5,12,17,0,2,2,19
absl::variant,1,6,7,0,0,0,7
aura::WindowProperty,0,1,1,0,0,0,1
base::AutoReset,0,12,12,0,4,4,16
base::HashingLRUCache,0,1,1,0,0,0,1
base::IDMap,0,9,9,0,0,0,9
base::LRUCache,0,3,3,0,0,0,3
base::LRUCacheSet,0,1,1,0,0,0,1
base::StackVector,0,1,1,0,0,0,1
base::WeakPtr,0,0,0,0,1,1,1
base::WeakPtrFactory,0,0,0,0,1,1,1
base::circular_deque,0,5,5,0,3,3,8
base::flat_map,5,182,187,2,26,28,215
base::flat_set,6,101,107,0,4,4,111
base::queue,1,9,10,0,2,2,12
base::span,0,3,3,0,0,0,3
base::stack,0,1,1,0,1,1,2
cc::RTree,0,1,1,0,0,0,1
flat_map,0,1,1,0,0,0,1
internal::ScopedArCoreObject,0,7,7,0,0,0,7
internal::ScopedCardboardObject,0,3,3,0,0,0,3
list_set,0,1,1,0,0,0,1
mojo::AssociatedReceiverSet,0,2,2,0,0,0,2
private://Subclassesthataccessprivate/protectedmembersofMidiManager.template,0,1,1,0,0,0,1
raw_ptr,0,3,3,0,9,9,12
span,0,0,0,0,1,1,1
std::aligned_storage_t,0,2,2,0,0,0,2
std::array,0,6,6,1,1,2,8
std::atomic,0,28,28,0,1,1,29
std::deque,0,1,1,0,0,0,1
std::list,1,32,33,0,2,2,35
std::map,8,322,330,1,113,114,444
std::multimap,0,2,2,0,0,0,2
std::multiset,0,3,3,0,0,0,3
std::queue,0,4,4,0,1,1,5
std::set,3,154,157,0,30,30,187
std::stack,0,1,1,0,0,0,1
std::tuple,0,2,2,0,0,0,2
std::unique_ptr,0,6,6,0,0,0,6
std::unordered_map,1,40,41,0,9,9,50
std::unordered_set,0,23,23,0,1,1,24
std::vector,16,342,358,4,134,138,496
ui::ClassProperty,0,12,12,0,0,0,12
