Member Type,Production raw_ptr<T>,Production T*,Production Total,Test raw_ptr<T>,Test T*,Test Total,Grand Total
AutoReset,0,7,7,0,0,0,7
BrowserAppInstanceMap,0,3,3,0,0,0,3
BrowserInterfaceBrokerImpl,0,2,2,0,0,0,2
HasValue,0,0,0,0,1,1,1
HashMap,0,18,18,0,1,1,19
HashSet,0,21,21,0,4,4,25
HeapHashMap,0,6,6,0,0,0,6
IDMap,0,2,2,0,0,0,2
IIterable,0,0,0,0,3,3,3
IIterator,0,0,0,0,3,3,3
IKeyValuePair,0,0,0,0,1,1,1
IMap,0,0,0,0,1,1,1
IMapChangedEventArgs,0,0,0,0,1,1,1
IObservableMap,0,0,0,0,1,1,1
IObservableVector,0,5,5,0,4,4,9
IVector,0,2,2,0,3,3,5
IVectorView,0,0,0,0,4,4,4
LinkedHashSet,0,1,1,0,0,0,1
MapChangedEventHandler,0,0,0,0,1,1,1
Matcher,0,0,0,0,1,1,1
Member,0,23,23,0,0,0,23
NSArray,0,6,6,0,0,0,6
NSDictionary,0,2,2,0,0,0,2
NSMutableSet,0,2,2,0,0,0,2
OwnedObjects,0,1,1,0,0,0,1
PriorityQueue,0,1,1,0,0,0,1
ProtectedSequenceForbidden,1,0,1,0,0,0,1
ProtectedSequenceReadable,3,0,3,0,0,0,3
Ranges,0,6,6,0,0,0,6
UntracedMember,0,1,1,0,0,0,1
Vector,0,26,26,0,1,1,27
VectorChangedEventHandler,0,5,5,0,4,4,9
WTF::HashMap,0,3,3,0,0,0,3
WTF::HashSet,0,1,1,0,0,0,1
WebVector,0,1,1,0,0,0,1
absl::InlinedVector,0,1,1,0,0,0,1
absl::flat_hash_map,0,1,1,0,0,0,1
absl::optional,6,6,12,0,2,2,14
absl::variant,2,6,8,0,0,0,8
aura::WindowProperty,0,1,1,0,0,0,1
base::AutoReset,0,11,11,0,4,4,15
base::HashingLRUCache,0,1,1,0,0,0,1
base::IDMap,0,8,8,0,0,0,8
base::LRUCache,0,3,3,0,0,0,3
base::LRUCacheSet,0,1,1,0,0,0,1
base::WeakPtr,0,0,0,0,1,1,1
base::WeakPtrFactory,0,0,0,0,1,1,1
base::circular_deque,0,4,4,0,3,3,7
base::flat_map,8,186,194,3,26,29,223
base::flat_set,10,100,110,0,4,4,114
base::queue,1,9,10,0,1,1,11
base::span,0,6,6,0,0,0,6
base::stack,0,1,1,0,1,1,2
cc::RTree,0,1,1,0,0,0,1
flat_map,0,1,1,0,0,0,1
internal::ScopedArCoreObject,0,7,7,0,0,0,7
internal::ScopedCardboardObject,0,3,3,0,0,0,3
list_set,0,1,1,0,0,0,1
mojo::AssociatedReceiverSet,0,2,2,0,0,0,2
private://Subclassesthataccessprivate/protectedmembersofMidiManager.template,0,1,1,0,0,0,1
raw_ptr,0,6,6,0,10,10,16
span,0,0,0,0,1,1,1
std::array,0,5,5,2,1,3,8
std::atomic,0,28,28,0,1,1,29
std::initializer_list,0,0,0,0,2,2,2
std::list,2,32,34,0,2,2,36
std::map,12,316,328,1,114,115,443
std::multimap,0,2,2,0,0,0,2
std::multiset,0,3,3,0,0,0,3
std::optional,1,10,11,0,0,0,11
std::queue,0,3,3,0,1,1,4
std::set,3,152,155,1,28,29,184
std::stack,0,1,1,0,0,0,1
std::tuple,0,2,2,0,0,0,2
std::unique_ptr,0,6,6,0,0,0,6
std::unordered_map,2,43,45,0,9,9,54
std::unordered_set,0,23,23,0,1,1,24
std::vector,22,342,364,6,134,140,504
subtle::UncompressedMember,0,1,1,0,0,0,1
ui::ClassProperty,0,12,12,0,0,0,12
